gender,contract,paymentmethod,internetservice,charges_total,tenure,churn,cuentas_diarias
Female,Two year,Electronic check,Fiber optic,5436.45,71,No,2.5349999999999997
Male,Month-to-month,Electronic check,Fiber optic,1043.3,16,No,2.3216666666666668
Male,Two year,Electronic check,DSL,3515.25,71,Yes,1.645
Male,Month-to-month,Electronic check,Fiber optic,2537.0,26,No,3.2883333333333336
Male,One year,Electronic check,Fiber optic,4917.9,49,No,3.265
Female,Month-to-month,Bank transfer (automatic),Fiber optic,3778.1,45,No,2.856666666666667
Male,One year,Mailed check,No,690.25,33,No,0.6866666666666668
Female,Month-to-month,Electronic check,Fiber optic,79.2,1,Yes,2.64
Female,Two year,Credit card (automatic),Fiber optic,4285.8,45,No,3.1733333333333333
Female,Month-to-month,Mailed check,No,19.1,1,No,0.6366666666666667
Female,Month-to-month,Credit card (automatic),Fiber optic,3548.3,46,No,2.493333333333333
Female,One year,Electronic check,DSL,2531.4,33,No,2.6383333333333336
Female,Month-to-month,Credit card (automatic),DSL,1752.65,25,No,2.316666666666667
Male,One year,Electronic check,DSL,934.8,17,No,1.82
Male,Month-to-month,Credit card (automatic),Fiber optic,2979.3,32,No,3.1133333333333337
Male,Month-to-month,Mailed check,No,20.4,1,No,0.6799999999999999
Female,Month-to-month,Electronic check,DSL,810.2,16,Yes,1.665
Female,Month-to-month,Mailed check,DSL,45.3,1,No,1.51
Male,Two year,Credit card (automatic),No,1086.75,51,No,0.6516666666666667
Female,Month-to-month,Electronic check,Fiber optic,1285.05,15,No,3.1550000000000002
Female,Month-to-month,Electronic check,Fiber optic,4367.35,50,Yes,2.935
Male,Two year,Bank transfer (automatic),Fiber optic,5067.45,48,No,3.603333333333333
Male,One year,Mailed check,DSL,1567.55,27,No,1.8733333333333335
Male,Two year,Electronic check,No,1354.4,72,No,0.6783333333333333
Male,Two year,Credit card (automatic),DSL,5289.8,70,No,2.565
Male,One year,Credit card (automatic),DSL,864.55,15,No,1.84
Male,Month-to-month,Bank transfer (automatic),Fiber optic,1672.1,17,No,3.555
Female,Month-to-month,Mailed check,DSL,44.45,1,Yes,1.4816666666666667
Male,Month-to-month,Electronic check,Fiber optic,2291.2,25,Yes,2.9650000000000003
Male,One year,Bank transfer (automatic),DSL,2208.05,50,No,1.4349999999999998
Male,One year,Credit card (automatic),No,28.3,2,Yes,0.6433333333333333
Female,Month-to-month,Credit card (automatic),Fiber optic,2524.45,34,Yes,2.4650000000000003
Female,One year,Mailed check,Fiber optic,966.25,13,No,2.4883333333333337
Male,Month-to-month,Electronic check,Fiber optic,5124.55,47,Yes,3.6516666666666664
Female,Month-to-month,Electronic check,DSL,340.4,6,No,1.8333333333333333
Female,Two year,Bank transfer (automatic),Fiber optic,4904.2,46,No,3.48
Male,Two year,Mailed check,DSL,2018.4,33,No,2.0349999999999997
Male,Month-to-month,Electronic check,DSL,50.5,1,Yes,1.6833333333333333
Female,Two year,Mailed check,No,789.55,30,No,0.8366666666666667
Male,Two year,Bank transfer (automatic),Fiber optic,7878.3,72,No,3.64
Female,Month-to-month,Bank transfer (automatic),DSL,1614.05,24,No,2.315
Female,Two year,Mailed check,DSL,4145.25,71,No,1.9549999999999998
Male,Two year,Bank transfer (automatic),No,1501.75,61,No,0.8333333333333334
Male,Month-to-month,Electronic check,Fiber optic,1415.55,14,Yes,3.3516666666666666
Male,Month-to-month,Mailed check,No,19.7,1,Yes,0.6566666666666666
Female,Two year,Credit card (automatic),Fiber optic,6725.3,65,No,3.4766666666666666
Female,One year,Credit card (automatic),Fiber optic,1810.85,23,No,2.728333333333333
Female,Month-to-month,Mailed check,Fiber optic,79.55,1,Yes,2.6516666666666664
Female,Two year,Mailed check,No,892.15,45,No,0.6950000000000001
Male,Month-to-month,Bank transfer (automatic),DSL,1440.75,24,No,2.015
Female,Month-to-month,Mailed check,DSL,1156.35,18,No,2.02
Female,Two year,Credit card (automatic),No,1209.25,63,No,0.6666666666666666
Male,Month-to-month,Mailed check,No,92.75,5,No,0.6783333333333333
Female,Month-to-month,Bank transfer (automatic),DSL,161.45,6,No,0.9816666666666667
Male,Two year,Mailed check,No,1185.95,58,No,0.6916666666666667
Male,Two year,Bank transfer (automatic),DSL,4361.55,67,No,2.185
Female,Month-to-month,Electronic check,DSL,612.1,12,No,1.7083333333333333
Female,Month-to-month,Bank transfer (automatic),Fiber optic,5623.7,59,No,3.315
Male,Month-to-month,Mailed check,DSL,55.7,1,Yes,1.8566666666666667
Female,Month-to-month,Mailed check,DSL,123.05,2,No,1.6983333333333335
Female,Month-to-month,Electronic check,Fiber optic,308.05,4,No,2.775
Male,Two year,Credit card (automatic),DSL,6227.5,72,No,2.8483333333333336
Male,Month-to-month,Electronic check,DSL,216.9,5,Yes,1.6400000000000001
Female,Month-to-month,Bank transfer (automatic),Fiber optic,2032.3,23,No,2.7733333333333334
Male,Month-to-month,Credit card (automatic),Fiber optic,2684.35,28,No,3.2199999999999998
Female,One year,Bank transfer (automatic),DSL,2530.4,30,Yes,2.8449999999999998
Female,Month-to-month,Electronic check,DSL,167.2,5,No,1.0166666666666666
Female,Month-to-month,Credit card (automatic),Fiber optic,2416.1,34,Yes,2.3333333333333335
Male,Month-to-month,Electronic check,Fiber optic,184.15,2,No,3.2366666666666664
Female,Month-to-month,Electronic check,Fiber optic,1043.8,14,No,2.628333333333333
Male,One year,Electronic check,Fiber optic,6383.35,62,Yes,3.4583333333333335
Male,Month-to-month,Electronic check,Fiber optic,5485.5,53,Yes,3.4616666666666664
Female,One year,Credit card (automatic),Fiber optic,3327.05,30,No,3.6816666666666666
Male,Month-to-month,Electronic check,No,341.35,16,No,0.6716666666666666
Female,Two year,Credit card (automatic),Fiber optic,8529.5,72,No,3.9050000000000002
Male,Month-to-month,Bank transfer (automatic),DSL,43.85,1,No,1.4616666666666667
Male,Month-to-month,Electronic check,Fiber optic,4872.45,49,Yes,3.3266666666666667
Male,Two year,Mailed check,No,1688.9,67,No,0.8766666666666667
Female,Month-to-month,Electronic check,DSL,716.1,11,No,2.1633333333333336
Female,Month-to-month,Electronic check,Fiber optic,70.3,1,Yes,2.3433333333333333
Female,Month-to-month,Mailed check,No,19.9,1,No,0.6633333333333333
Male,One year,Credit card (automatic),Fiber optic,5791.1,50,No,3.8116666666666665
Male,Two year,Credit card (automatic),DSL,6093.3,72,No,2.7849999999999997
Female,Month-to-month,Mailed check,DSL,30.55,1,No,1.0183333333333333
Female,Month-to-month,Credit card (automatic),DSL,1423.05,48,No,0.9833333333333333
Female,Month-to-month,Bank transfer (automatic),Fiber optic,4323.45,42,Yes,3.4916666666666667
Male,One year,Bank transfer (automatic),DSL,2344.5,31,No,2.5083333333333333
Female,One year,Electronic check,Fiber optic,6418.9,56,Yes,3.731666666666667
Female,One year,Bank transfer (automatic),Fiber optic,1686.85,19,No,2.978333333333333
Male,Two year,Credit card (automatic),Fiber optic,5420.65,69,No,2.64
Female,Month-to-month,Mailed check,No,150.6,7,No,0.6783333333333333
Female,One year,Electronic check,No,245.15,11,No,0.84
Female,Two year,Electronic check,Fiber optic,4759.85,43,Yes,3.4866666666666664
Female,Month-to-month,Bank transfer (automatic),Fiber optic,215.8,3,Yes,2.48
Male,Two year,Credit card (automatic),DSL,3389.25,56,No,1.9833333333333334
Male,Month-to-month,Mailed check,DSL,2139.2,40,Yes,1.8416666666666666
Female,One year,Bank transfer (automatic),DSL,2151.6,43,No,1.7083333333333333
Male,Month-to-month,Electronic check,Fiber optic,1842.8,20,Yes,3.2849999999999997
Male,One year,Credit card (automatic),DSL,4448.8,63,No,2.36
Male,Two year,Bank transfer (automatic),No,1270.55,60,No,0.6983333333333334
Male,Month-to-month,Mailed check,Fiber optic,4042.3,47,Yes,2.85
Female,Month-to-month,Electronic check,Fiber optic,1145.35,11,Yes,3.4
Female,Month-to-month,Electronic check,DSL,50.55,1,Yes,1.6849999999999998
Female,Month-to-month,Electronic check,Fiber optic,378.4,5,Yes,2.631666666666667
Female,One year,Credit card (automatic),Fiber optic,4860.35,44,No,3.6599999999999997
Female,Two year,Electronic check,DSL,5150.55,62,No,2.8316666666666666
Female,Month-to-month,Electronic check,Fiber optic,1301.0,14,Yes,3.055
Male,Month-to-month,Credit card (automatic),Fiber optic,1205.5,16,No,2.3316666666666666
Female,One year,Credit card (automatic),DSL,2016.45,35,No,1.8533333333333333
Male,Month-to-month,Credit card (automatic),Fiber optic,1794.65,18,No,3.3766666666666665
Female,Two year,Credit card (automatic),DSL,5950.2,70,No,2.881666666666667
Male,Two year,Bank transfer (automatic),DSL,3953.7,67,No,2.013333333333333
Male,Two year,Mailed check,No,290.55,16,No,0.6833333333333333
Male,Two year,Mailed check,No,231.45,11,No,0.6799999999999999
Female,Two year,Credit card (automatic),DSL,3244.4,61,No,1.7116666666666667
Male,Two year,Credit card (automatic),DSL,6301.7,72,No,2.9566666666666666
Male,Month-to-month,Electronic check,DSL,43.3,1,Yes,1.4433333333333331
Male,Month-to-month,Electronic check,DSL,1332.4,29,No,1.53
Male,Month-to-month,Mailed check,DSL,1003.05,20,No,1.6666666666666667
Female,Month-to-month,Electronic check,Fiber optic,302.6,5,No,2.335
Male,Month-to-month,Electronic check,Fiber optic,7132.15,61,No,3.8033333333333332
Female,Month-to-month,Electronic check,Fiber optic,541.15,7,Yes,2.496666666666667
Female,Month-to-month,Electronic check,Fiber optic,3078.1,36,Yes,2.9183333333333334
Female,Month-to-month,Electronic check,Fiber optic,2351.8,26,Yes,3.0416666666666665
Female,Month-to-month,Mailed check,DSL,301.9,10,No,0.9916666666666667
Male,Month-to-month,Electronic check,DSL,346.4,5,Yes,2.335
Female,One year,Bank transfer (automatic),DSL,2908.2,43,No,2.1616666666666666
Female,Two year,Bank transfer (automatic),Fiber optic,7104.2,72,No,3.2333333333333334
Male,Month-to-month,Electronic check,Fiber optic,1219.85,15,No,2.8433333333333333
Female,Two year,Mailed check,DSL,2933.95,65,No,1.5083333333333333
Female,One year,Credit card (automatic),Fiber optic,7181.95,66,No,3.603333333333333
Male,Two year,Mailed check,No,845.25,44,No,0.6683333333333333
Female,Two year,Credit card (automatic),Fiber optic,6435.25,71,No,2.981666666666667
Male,One year,Electronic check,Fiber optic,2220.1,27,No,2.8633333333333337
Male,Two year,Mailed check,DSL,1181.75,14,No,2.731666666666667
Female,One year,Mailed check,DSL,931.9,15,No,1.8716666666666666
Female,One year,Electronic check,Fiber optic,7303.05,72,No,3.4716666666666667
Female,One year,Electronic check,Fiber optic,6109.75,63,No,3.2
Male,Month-to-month,Bank transfer (automatic),No,20.95,1,No,0.6983333333333334
Male,One year,Mailed check,No,1195.95,67,No,0.6483333333333333
Female,Month-to-month,Bank transfer (automatic),Fiber optic,1614.2,20,No,2.69
Female,One year,Credit card (automatic),Fiber optic,4615.25,47,No,3.1633333333333336
Male,Two year,Credit card (automatic),DSL,5931.75,70,No,2.865
Male,Two year,Electronic check,Fiber optic,4025.5,35,No,3.631666666666667
Female,Month-to-month,Mailed check,No,63.6,3,No,0.6666666666666666
Male,Two year,Electronic check,Fiber optic,7171.7,67,No,3.5016666666666665
Male,Month-to-month,Electronic check,Fiber optic,550.6,5,No,3.51
Male,Two year,Credit card (automatic),No,1267.05,65,No,0.6616666666666667
Male,Two year,Bank transfer (automatic),No,1723.95,72,No,0.785
Female,One year,Bank transfer (automatic),Fiber optic,5598.3,67,No,2.8266666666666667
Male,One year,Electronic check,DSL,2440.25,44,No,1.8
Male,Month-to-month,Credit card (automatic),Fiber optic,2595.85,30,No,3.0166666666666666
Female,Two year,Credit card (automatic),DSL,4995.35,63,No,2.6766666666666667
Male,Month-to-month,Credit card (automatic),DSL,1097.15,42,No,0.8366666666666667
Male,Month-to-month,Credit card (automatic),Fiber optic,3236.35,35,No,3.05
Male,One year,Credit card (automatic),No,386.5,19,No,0.6566666666666666
Male,Two year,Electronic check,Fiber optic,7634.8,72,No,3.455
Male,Month-to-month,Mailed check,DSL,2301.15,42,No,1.8166666666666667
Male,Two year,Bank transfer (automatic),DSL,4932.5,61,No,2.6966666666666668
Male,One year,Bank transfer (automatic),No,723.3,30,No,0.8450000000000001
Female,Two year,Credit card (automatic),No,958.15,46,No,0.6466666666666666
Female,Two year,Mailed check,DSL,3624.35,58,No,1.9916666666666667
Female,One year,Mailed check,No,684.05,26,No,0.8666666666666667
Female,Two year,Bank transfer (automatic),Fiber optic,5744.35,56,No,3.44
Male,One year,Bank transfer (automatic),Fiber optic,5426.85,52,Yes,3.5
Male,Month-to-month,Electronic check,Fiber optic,3969.4,46,Yes,2.8333333333333335
Female,Two year,Mailed check,No,1211.65,49,No,0.8416666666666667
Female,Month-to-month,Electronic check,No,21.0,1,Yes,0.7
Female,Month-to-month,Credit card (automatic),Fiber optic,5921.35,57,Yes,3.4833333333333334
Male,Month-to-month,Electronic check,Fiber optic,81.7,1,Yes,2.7233333333333336
Male,One year,Bank transfer (automatic),No,854.9,40,No,0.6799999999999999
Female,Month-to-month,Mailed check,DSL,1025.15,29,No,1.1883333333333332
Male,Month-to-month,Mailed check,No,64.55,3,Yes,0.6616666666666667
Female,One year,Credit card (automatic),Fiber optic,5785.5,53,Yes,3.565
Male,One year,Mailed check,DSL,1821.2,24,No,2.493333333333333
Male,One year,Mailed check,DSL,1288.75,24,No,1.6866666666666668
Female,Month-to-month,Electronic check,DSL,114.15,2,No,1.9666666666666666
Female,One year,Electronic check,DSL,1941.5,36,No,1.8599999999999999
Female,Month-to-month,Electronic check,Fiber optic,356.1,5,No,2.695
Female,Month-to-month,Electronic check,DSL,611.65,12,No,1.6466666666666667
Male,Month-to-month,Credit card (automatic),DSL,467.85,18,No,0.8516666666666667
Male,Month-to-month,Bank transfer (automatic),Fiber optic,5586.45,62,No,3.0233333333333334
Male,Two year,Bank transfer (automatic),Fiber optic,6859.5,70,Yes,3.2766666666666664
Female,One year,Credit card (automatic),Fiber optic,6819.45,66,No,3.4866666666666664
Female,Two year,Electronic check,Fiber optic,6428.4,61,Yes,3.5533333333333332
Female,Month-to-month,Bank transfer (automatic),No,106.8,6,No,0.65
Male,One year,Electronic check,Fiber optic,3887.25,38,No,3.4949999999999997
Female,One year,Credit card (automatic),DSL,1798.65,47,No,1.3216666666666665
Female,Two year,Credit card (automatic),No,1171.3,45,No,0.8216666666666667
Male,One year,Bank transfer (automatic),No,1260.7,51,No,0.8333333333333334
Male,One year,Electronic check,Fiber optic,6033.3,56,No,3.575
Male,Month-to-month,Bank transfer (automatic),DSL,111.05,2,No,1.4966666666666666
Female,Month-to-month,Electronic check,Fiber optic,964.35,10,No,3.0366666666666666
Female,Month-to-month,Bank transfer (automatic),Fiber optic,6127.6,68,Yes,2.9866666666666664
Female,Month-to-month,Electronic check,Fiber optic,1244.5,13,Yes,3.2216666666666667
Female,One year,Electronic check,Fiber optic,4692.95,48,No,3.235
Male,One year,Credit card (automatic),No,534.7,28,No,0.6083333333333333
Female,Month-to-month,Bank transfer (automatic),Fiber optic,1758.6,23,Yes,2.52
Female,One year,Mailed check,DSL,1874.45,27,No,2.205
Male,Two year,Bank transfer (automatic),No,262.05,12,No,0.7016666666666667
Female,Month-to-month,Credit card (automatic),Fiber optic,1505.45,15,No,3.1333333333333333
Female,Month-to-month,Electronic check,DSL,300.8,13,Yes,0.7966666666666666
Male,One year,Mailed check,No,61.35,3,No,0.6533333333333334
Male,Two year,Electronic check,Fiber optic,7297.75,69,No,3.5
Female,Month-to-month,Mailed check,No,246.7,12,No,0.6766666666666666
Female,Two year,Bank transfer (automatic),Fiber optic,5064.85,54,No,3.17
Female,Month-to-month,Electronic check,DSL,1616.15,26,Yes,2.0016666666666665
Male,One year,Mailed check,DSL,1990.5,24,No,2.8266666666666667
Male,Month-to-month,Credit card (automatic),DSL,109.25,2,No,1.6733333333333333
Female,Month-to-month,Electronic check,Fiber optic,4533.7,47,Yes,3.2916666666666665
Female,Month-to-month,Bank transfer (automatic),Fiber optic,5749.8,58,No,3.3466666666666667
Female,Two year,Credit card (automatic),No,1208.6,64,No,0.6483333333333333
Male,One year,Credit card (automatic),DSL,4300.8,58,No,2.506666666666667
Male,One year,Bank transfer (automatic),Fiber optic,1888.65,19,Yes,3.3333333333333335
Male,Month-to-month,Mailed check,No,19.75,1,Yes,0.6583333333333333
Male,Month-to-month,Electronic check,Fiber optic,3437.5,35,No,3.36
Female,Month-to-month,Bank transfer (automatic),DSL,573.15,8,No,2.183333333333333
Male,Two year,Electronic check,No,1432.55,72,No,0.685
Female,Month-to-month,Mailed check,Fiber optic,136.05,2,No,2.496666666666667
Male,Two year,Bank transfer (automatic),No,1620.45,67,No,0.8216666666666667
Female,Month-to-month,Mailed check,Fiber optic,95.65,1,Yes,3.1883333333333335
Female,Two year,Bank transfer (automatic),Fiber optic,8248.5,72,No,3.77
Male,Month-to-month,Bank transfer (automatic),DSL,608.15,11,No,1.835
Male,Month-to-month,Electronic check,Fiber optic,678.45,9,No,2.4683333333333333
Female,Month-to-month,Credit card (automatic),No,221.35,11,Yes,0.67
Male,Month-to-month,Electronic check,Fiber optic,665.45,7,Yes,3.308333333333333
Male,Month-to-month,Credit card (automatic),Fiber optic,3646.8,37,No,3.203333333333333
Female,Month-to-month,Bank transfer (automatic),DSL,1530.6,30,No,1.8433333333333333
Female,Two year,Mailed check,DSL,1208.15,24,No,1.75
Male,One year,Credit card (automatic),Fiber optic,5461.45,68,No,2.6533333333333333
Female,One year,Mailed check,No,34.8,2,No,0.6816666666666666
Male,Two year,Credit card (automatic),DSL,5264.25,70,No,2.5366666666666666
Female,One year,Bank transfer (automatic),DSL,3756.45,64,No,1.945
Male,Month-to-month,Electronic check,DSL,2731.0,40,No,2.2483333333333335
Male,One year,Bank transfer (automatic),Fiber optic,3021.3,30,No,3.2333333333333334
Male,Month-to-month,Electronic check,DSL,48.95,1,Yes,1.6316666666666668
Male,Month-to-month,Electronic check,Fiber optic,1422.65,18,Yes,2.618333333333333
Male,Month-to-month,Electronic check,Fiber optic,84.8,1,Yes,2.8266666666666667
Female,Month-to-month,Bank transfer (automatic),No,641.15,32,No,0.6466666666666666
Female,Two year,Credit card (automatic),DSL,6223.8,71,No,2.8583333333333334
Male,Month-to-month,Mailed check,DSL,50.7,1,No,1.6900000000000002
Male,Month-to-month,Mailed check,DSL,1199.4,18,No,2.316666666666667
